zip,type,decommissioned,primary_city,state,county,timezone
3285,STANDARD,0,Thornton,NH,Grafton County,America/New_York
3287,STANDARD,0,Wilmot,NH,Merrimack County,America/New_York
3289,PO BOX,0,Winnisquam,NH,Belknap County,America/New_York
3290,STANDARD,0,Nottingham,NH,Rockingham County,America/New_York
3291,STANDARD,0,West Nottingham,NH,Rockingham County,America/New_York
3293,PO BOX,0,Woodstock,NH,Grafton County,America/New_York
3298,UNIQUE,0,Tilton,NH,Belknap County,America/New_York
3299,UNIQUE,0,Tilton,NH,Belknap County,America/New_York
3301,STANDARD,0,Concord,NH,Merrimack County,America/New_York
3302,PO BOX,0,Concord,NH,Merrimack County,America/New_York
3303,STANDARD,0,Concord,NH,Merrimack County,America/New_York
3304,STANDARD,0,Bow,NH,Merrimack County,America/New_York
3305,UNIQUE,0,Concord,NH,Merrimack County,America/New_York
3307,STANDARD,0,Loudon,NH,Merrimack County,America/New_York
3431,STANDARD,0,Keene,NH,Cheshire County,America/New_York
3435,UNIQUE,0,Keene,NH,Cheshire County,America/New_York
3440,STANDARD,0,Antrim,NH,Hillsborough County,America/New_York
3441,STANDARD,0,Ashuelot,NH,Cheshire County,America/New_York
3442,STANDARD,0,Bennington,NH,Hillsborough County,America/New_York
3443,STANDARD,0,Chesterfield,NH,Cheshire County,America/New_York
3444,STANDARD,0,Dublin,NH,Cheshire County,America/New_York
3445,STANDARD,0,Sullivan,NH,Cheshire County,America/New_York
3446,STANDARD,0,Swanzey,NH,Cheshire County,America/New_York
3447,STANDARD,0,Fitzwilliam,NH,Cheshire County,America/New_York
3448,STANDARD,0,Gilsum,NH,Cheshire County,America/New_York
3449,STANDARD,0,Hancock,NH,Hillsborough County,America/New_York
3450,STANDARD,0,Harrisville,NH,Cheshire County,America/New_York
3451,STANDARD,0,Hinsdale,NH,Cheshire County,America/New_York
3452,STANDARD,0,Jaffrey,NH,Cheshire County,America/New_York
3455,STANDARD,0,Marlborough,NH,Cheshire County,America/New_York
3456,STANDARD,0,Marlow,NH,Cheshire County,America/New_York
3457,STANDARD,0,Nelson,NH,Cheshire County,America/New_York
3458,STANDARD,0,Peterborough,NH,Hillsborough County,America/New_York
3461,STANDARD,0,Rindge,NH,Cheshire County,America/New_York
3462,STANDARD,0,Spofford,NH,Cheshire County,America/New_York
3464,STANDARD,0,Stoddard,NH,Cheshire County,America/New_York
3465,STANDARD,0,Troy,NH,Cheshire County,America/New_York
3466,STANDARD,0,West Chesterfield,NH,Cheshire County,America/New_York
3467,STANDARD,0,Westmoreland,NH,Cheshire County,America/New_York
3468,PO BOX,0,West Peterborough,NH,Hillsborough County,America/New_York
3469,PO BOX,0,West Swanzey,NH,Cheshire County,America/New_York
3470,STANDARD,0,Winchester,NH,Cheshire County,America/New_York
3561,STANDARD,0,Littleton,NH,Grafton County,America/New_York
3570,STANDARD,0,Berlin,NH,Coos County,America/New_York
3574,STANDARD,0,Bethlehem,NH,Grafton County,America/New_York
3575,PO BOX,0,Bretton Woods,NH,Coos County,America/New_York
3576,STANDARD,0,Colebrook,NH,Coos County,America/New_York
3579,STANDARD,0,Errol,NH,Coos County,America/New_York
3580,STANDARD,0,Franconia,NH,Grafton County,America/New_York
3581,STANDARD,0,Gorham,NH,Coos County,America/New_York
3582,STANDARD,0,Groveton,NH,Coos County,America/New_York
3583,STANDARD,0,Jefferson,NH,Coos County,America/New_York
3584,STANDARD,0,Lancaster,NH,Coos County,America/New_York
3585,STANDARD,0,Lisbon,NH,Grafton County,America/New_York
3586,STANDARD,0,Sugar Hill,NH,Grafton County,America/New_York
3588,STANDARD,0,Milan,NH,Coos County,America/New_York
3589,PO BOX,0,Mount Washington,NH,Coos County,America/New_York
3590,STANDARD,0,North Stratford,NH,Coos County,America/New_York
3592,STANDARD,0,Pittsburg,NH,Coos County,America/New_York
3593,STANDARD,0,Randolph,NH,Coos County,America/New_York
3595,PO BOX,0,Twin Mountain,NH,Coos County,America/New_York
3597,PO BOX,0,West Stewartstown,NH,Coos County,America/New_York
3598,STANDARD,0,Whitefield,NH,Coos County,America/New_York
3601,STANDARD,0,Acworth,NH,Sullivan County,America/New_York
3602,STANDARD,0,Alstead,NH,Cheshire County,America/New_York
3603,STANDARD,0,Charlestown,NH,Sullivan County,America/New_York
3604,PO BOX,0,Drewsville,NH,Cheshire County,America/New_York
3605,STANDARD,0,Lempster,NH,Sullivan County,America/New_York
3607,STANDARD,0,South Acworth,NH,Sullivan County,America/New_York
3608,STANDARD,0,Walpole,NH,Cheshire County,America/New_York
3609,STANDARD,0,North Walpole,NH,Cheshire County,America/New_York
3740,STANDARD,0,Bath,NH,Grafton County,America/New_York
3741,STANDARD,0,Canaan,NH,Grafton County,America/New_York
3743,STANDARD,0,Claremont,NH,Sullivan County,America/New_York
3745,STANDARD,0,Cornish,NH,Sullivan County,America/New_York
3746,PO BOX,0,Cornish Flat,NH,Sullivan County,America/New_York
3748,STANDARD,0,Enfield,NH,Grafton County,America/New_York
3749,PO BOX,0,Enfield Center,NH,Grafton County,America/New_York
3750,STANDARD,0,Etna,NH,Grafton County,America/New_York
3751,PO BOX,0,Georges Mills,NH,Sullivan County,America/New_York
3752,STANDARD,0,Goshen,NH,Sullivan County,America/New_York
3753,STANDARD,0,Grantham,NH,Sullivan County,America/New_York
3754,PO BOX,0,Guild,NH,Sullivan County,America/New_York
3755,STANDARD,0,Hanover,NH,Grafton County,America/New_York
3756,PO BOX,0,Lebanon,NH,Grafton County,America/New_York
3765,STANDARD,0,Haverhill,NH,Grafton County,America/New_York
3766,STANDARD,0,Lebanon,NH,Grafton County,America/New_York
3768,STANDARD,0,Lyme,NH,Grafton County,America/New_York
3769,PO BOX,0,Lyme Center,NH,Grafton County,America/New_York
3770,STANDARD,0,Meriden,NH,Sullivan County,America/New_York
3771,STANDARD,0,Monroe,NH,Grafton County,America/New_York
3773,STANDARD,0,Newport,NH,Sullivan County,America/New_York
3774,STANDARD,0,North Haverhill,NH,Grafton County,America/New_York
3777,STANDARD,0,Orford,NH,Grafton County,America/New_York
3779,STANDARD,0,Piermont,NH,Grafton County,America/New_York
3780,STANDARD,0,Pike,NH,Grafton County,America/New_York
3781,STANDARD,0,Plainfield,NH,Sullivan County,America/New_York
3782,STANDARD,0,Sunapee,NH,Sullivan County,America/New_York
3784,STANDARD,0,West Lebanon,NH,Grafton County,America/New_York
3785,STANDARD,0,Woodsville,NH,Grafton County,America/New_York
3801,STANDARD,0,Portsmouth,NH,Rockingham County,America/New_York
3802,PO BOX,0,Portsmouth,NH,Rockingham County,America/New_York
3803,UNIQUE,0,Portsmouth,NH,Rockingham County,America/New_York
3804,PO BOX,0,Portsmouth,NH,Rockingham County,America/New_York
3805,STANDARD,0,Newington,NH,Rockingham County,America/New_York
3809,STANDARD,0,Alton,NH,Belknap County,America/New_York
3810,STANDARD,0,Alton Bay,NH,Belknap County,America/New_York
3811,STANDARD,0,Atkinson,NH,Rockingham County,America/New_York
3812,STANDARD,0,Bartlett,NH,Carroll County,America/New_York
3813,STANDARD,0,Center Conway,NH,Carroll County,America/New_York
3814,STANDARD,0,Center Ossipee,NH,Carroll County,America/New_York
3815,STANDARD,0,Center Strafford,NH,Strafford County,America/New_York
3816,STANDARD,0,Center Tuftonboro,NH,Carroll County,America/New_York
3817,STANDARD,0,Chocorua,NH,Carroll County,America/New_York
3818,STANDARD,0,Conway,NH,Carroll County,America/New_York
3819,STANDARD,0,Danville,NH,Rockingham County,America/New_York
3820,STANDARD,0,Dover,NH,Strafford County,America/New_York
3821,PO BOX,0,Dover,NH,Strafford County,America/New_York
3822,UNIQUE,0,Dover,NH,Strafford County,America/New_York
3823,STANDARD,0,Madbury,NH,Strafford County,America/New_York
3824,STANDARD,0,Durham,NH,Strafford County,America/New_York
3825,STANDARD,0,Barrington,NH,Strafford County,America/New_York
3826,STANDARD,0,East Hampstead,NH,Rockingham County,America/New_York
3827,STANDARD,0,East Kingston,NH,Rockingham County,America/New_York
3830,STANDARD,0,East Wakefield,NH,Carroll County,America/New_York
3832,PO BOX,0,Eaton Center,NH,Carroll County,America/New_York
3833,STANDARD,0,Exeter,NH,Rockingham County,America/New_York
3835,STANDARD,0,Farmington,NH,Strafford County,America/New_York
3836,STANDARD,0,Freedom,NH,Carroll County,America/New_York
3837,STANDARD,0,Gilmanton Iron Works,NH,Belknap County,America/New_York
3838,STANDARD,0,Glen,NH,Carroll County,America/New_York
3839,STANDARD,0,Rochester,NH,Strafford County,America/New_York
3840,STANDARD,0,Greenland,NH,Rockingham County,America/New_York
3841,STANDARD,0,Hampstead,NH,Rockingham County,America/New_York
3842,STANDARD,0,Hampton,NH,Rockingham County,America/New_York
3843,PO BOX,0,Hampton,NH,Rockingham County,America/New_York
3844,STANDARD,0,Hampton Falls,NH,Rockingham County,America/New_York
3845,STANDARD,0,Intervale,NH,Carroll County,America/New_York
3846,STANDARD,0,Jackson,NH,Carroll County,America/New_York
3847,PO BOX,0,Kearsarge,NH,Carroll County,America/New_York
3848,STANDARD,0,Kingston,NH,Rockingham County,America/New_York
3849,STANDARD,0,Madison,NH,Carroll County,America/New_York
3850,PO BOX,0,Melvin Village,NH,Carroll County,America/New_York
3851,STANDARD,0,Milton,NH,Strafford County,America/New_York
3852,STANDARD,0,Milton Mills,NH,Strafford County,America/New_York
3853,STANDARD,0,Mirror Lake,NH,Carroll County,America/New_York
3854,PO BOX,0,New Castle,NH,Rockingham County,America/New_York
3855,STANDARD,0,New Durham,NH,Strafford County,America/New_York
3856,STANDARD,0,Newfields,NH,Rockingham County,America/New_York
3857,STANDARD,0,Newmarket,NH,Rockingham County,America/New_York
3858,STANDARD,0,Newton,NH,Rockingham County,America/New_York
3859,PO BOX,0,Newton Junction,NH,Rockingham County,America/New_York
3860,STANDARD,0,North Conway,NH,Carroll County,America/New_York
3861,STANDARD,0,Lee,NH,Strafford County,America/New_York
3862,STANDARD,0,North Hampton,NH,Rockingham County,America/New_York
3864,STANDARD,0,Ossipee,NH,Carroll County,America/New_York
3865,STANDARD,0,Plaistow,NH,Rockingham County,America/New_York
3866,PO BOX,0,Rochester,NH,Strafford County,America/New_York
3867,STANDARD,0,Rochester,NH,Strafford County,America/New_York
3868,STANDARD,0,Rochester,NH,Strafford County,America/New_York
3869,STANDARD,0,Rollinsford,NH,Strafford County,America/New_York
3870,STANDARD,0,Rye,NH,Rockingham County,America/New_York
3871,PO BOX,0,Rye Beach,NH,Rockingham County,America/New_York
3872,STANDARD,0,Sanbornville,NH,Carroll County,America/New_York
3873,STANDARD,0,Sandown,NH,Rockingham County,America/New_York
3874,STANDARD,0,Seabrook,NH,Rockingham County,America/New_York
3875,STANDARD,0,Silver Lake,NH,Carroll County,America/New_York
3878,STANDARD,0,Somersworth,NH,Strafford County,America/New_York
3882,STANDARD,0,Effingham,NH,Carroll County,America/New_York
3883,STANDARD,0,South Tamworth,NH,Carroll County,America/New_York
3884,STANDARD,0,Strafford,NH,Strafford County,America/New_York
3885,STANDARD,0,Stratham,NH,Rockingham County,America/New_York
3886,STANDARD,0,Tamworth,NH,Carroll County,America/New_York
3887,STANDARD,0,Union,NH,Strafford County,America/New_York
3890,STANDARD,0,West Ossipee,NH,Carroll County,America/New_York
3894,STANDARD,0,Wolfeboro,NH,Carroll County,America/New_York
3896,PO BOX,0,Wolfeboro Falls,NH,Carroll County,America/New_York
3897,STANDARD,0,Wonalancet,NH,Carroll County,America/New_York
3901,STANDARD,0,Berwick,ME,York County,America/New_York
3902,STANDARD,0,Cape Neddick,ME,York County,America/New_York
3903,STANDARD,0,Eliot,ME,York County,America/New_York
3904,STANDARD,0,Kittery,ME,York County,America/New_York
3905,STANDARD,0,Kittery Point,ME,York County,America/New_York
3906,STANDARD,0,North Berwick,ME,York County,America/New_York
3907,STANDARD,0,Ogunquit,ME,York County,America/New_York
3908,STANDARD,0,South Berwick,ME,York County,America/New_York
3909,STANDARD,0,York,ME,York County,America/New_York
3910,PO BOX,0,York Beach,ME,York County,America/New_York
3911,PO BOX,0,York Harbor,ME,York County,America/New_York
4001,STANDARD,0,Acton,ME,York County,America/New_York
4002,STANDARD,0,Alfred,ME,York County,America/New_York
4003,STANDARD,0,Bailey Island,ME,Cumberland County,America/New_York
4004,PO BOX,0,Bar Mills,ME,York County,America/New_York
4005,STANDARD,0,Biddeford,ME,York County,America/New_York
4006,PO BOX,0,Biddeford Pool,ME,York County,America/New_York
4007,PO BOX,0,Biddeford,ME,York County,America/New_York
4008,STANDARD,0,Bowdoinham,ME,Sagadahoc County,America/New_York
4009,STANDARD,0,Bridgton,ME,Cumberland County,America/New_York
4010,STANDARD,0,Brownfield,ME,Oxford County,America/New_York
4011,STANDARD,0,Brunswick,ME,Cumberland County,America/New_York
4013,STANDARD,0,Bustins Island,ME,Cumberland County,America/New_York
4014,PO BOX,0,Cape Porpoise,ME,York County,America/New_York
4015,STANDARD,0,Casco,ME,Cumberland County,America/New_York
4016,PO BOX,0,Center Lovell,ME,Oxford County,America/New_York
4017,STANDARD,0,Chebeague Island,ME,Cumberland County,America/New_York
4019,PO BOX,0,Cliff Island,ME,Cumberland County,America/New_York
4020,STANDARD,0,Cornish,ME,York County,America/New_York
4021,STANDARD,0,Cumberland Center,ME,Cumberland County,America/New_York
4022,STANDARD,0,Denmark,ME,Oxford County,America/New_York
4024,STANDARD,0,East Baldwin,ME,Cumberland County,America/New_York
4027,STANDARD,0,Lebanon,ME,York County,America/New_York
4028,PO BOX,0,East Parsonsfield,ME,York County,America/New_York
4029,STANDARD,0,Sebago,ME,Cumberland County,America/New_York
4030,STANDARD,0,East Waterboro,ME,York County,America/New_York
4032,STANDARD,0,Freeport,ME,Cumberland County,America/New_York
4033,UNIQUE,0,Freeport,ME,Cumberland County,America/New_York
4034,UNIQUE,0,Freeport,ME,Cumberland County,America/New_York
4037,STANDARD,0,Fryeburg,ME,Oxford County,America/New_York
4038,STANDARD,0,Gorham,ME,Cumberland County,America/New_York
4039,STANDARD,0,Gray,ME,Cumberland County,America/New_York
4040,STANDARD,0,Harrison,ME,Cumberland County,America/New_York
4041,STANDARD,0,Hiram,ME,Oxford County,America/New_York
4042,STANDARD,0,Hollis Center,ME,York County,America/New_York
4043,STANDARD,0,Kennebunk,ME,York County,America/New_York
4046,STANDARD,0,Kennebunkport,ME,York County,America/New_York
4047,STANDARD,0,Parsonsfield,ME,York County,America/New_York
4048,STANDARD,0,Limerick,ME,York County,America/New_York
4049,STANDARD,0,Limington,ME,York County,America/New_York
4050,STANDARD,0,Long Island,ME,Cumberland County,America/New_York
4051,STANDARD,0,Lovell,ME,Oxford County,America/New_York
4054,PO BOX,0,Moody,ME,York County,America/New_York
4055,STANDARD,0,Naples,ME,Cumberland County,America/New_York
4056,PO BOX,0,Newfield,ME,York County,America/New_York
4057,PO BOX,0,North Bridgton,ME,Cumberland County,America/New_York
4061,STANDARD,0,North Waterboro,ME,York County,America/New_York
4062,STANDARD,0,Windham,ME,Cumberland County,America/New_York
4063,PO BOX,0,Ocean Park,ME,York County,America/New_York
4064,STANDARD,0,Old Orchard Beach,ME,York County,America/New_York
4066,STANDARD,0,Orrs Island,ME,Cumberland County,America/New_York
4068,STANDARD,0,Porter,ME,Oxford County,America/New_York
4069,STANDARD,0,Pownal,ME,Cumberland County,America/New_York
4070,PO BOX,0,Scarborough,ME,Cumberland County,America/New_York
4071,STANDARD,0,Raymond,ME,Cumberland County,America/New_York
4072,STANDARD,0,Saco,ME,York County,America/New_York
4073,STANDARD,0,Sanford,ME,York County,America/New_York
4074,STANDARD,0,Scarborough,ME,Cumberland County,America/New_York
4075,STANDARD,1,Sebago Lake,ME,Cumberland County,America/New_York
4076,STANDARD,0,Shapleigh,ME,York County,America/New_York
4077,PO BOX,0,South Casco,ME,Cumberland County,America/New_York
4078,PO BOX,0,South Freeport,ME,Cumberland County,America/New_York
4079,STANDARD,0,Harpswell,ME,Cumberland County,America/New_York
4082,PO BOX,0,South Windham,ME,Cumberland County,America/New_York
4083,STANDARD,0,Springvale,ME,York County,America/New_York
4084,STANDARD,0,Standish,ME,Cumberland County,America/New_York
4085,STANDARD,0,Steep Falls,ME,Cumberland County,America/New_York
4086,STANDARD,0,Topsham,ME,Sagadahoc County,America/New_York
4087,STANDARD,0,Waterboro,ME,York County,America/New_York
4088,STANDARD,0,Waterford,ME,Oxford County,America/New_York
4090,STANDARD,0,Wells,ME,York County,America/New_York
4091,STANDARD,0,West Baldwin,ME,Cumberland County,America/New_York
4092,STANDARD,0,Westbrook,ME,Cumberland County,America/New_York
4093,STANDARD,0,Buxton,ME,York County,America/New_York
4094,PO BOX,0,West Kennebunk,ME,York County,America/New_York
4095,STANDARD,0,West Newfield,ME,York County,America/New_York
4096,STANDARD,0,Yarmouth,ME,Cumberland County,America/New_York
4097,STANDARD,0,North Yarmouth,ME,Cumberland County,America/New_York
4098,PO BOX,0,Westbrook,ME,Cumberland County,America/New_York
4101,STANDARD,0,Portland,ME,Cumberland County,America/New_York
4102,STANDARD,0,Portland,ME,Cumberland County,America/New_York
4103,STANDARD,0,Portland,ME,Cumberland County,America/New_York
4104,PO BOX,0,Portland,ME,Cumberland County,America/New_York
4105,STANDARD,0,Falmouth,ME,Cumberland County,America/New_York
4106,STANDARD,0,South Portland,ME,Cumberland County,America/New_York
4107,STANDARD,0,Cape Elizabeth,ME,Cumberland County,America/New_York
4108,STANDARD,0,Peaks Island,ME,Cumberland County,America/New_York
4109,STANDARD,0,Portland,ME,Cumberland County,America/New_York
4110,STANDARD,0,Cumberland Foreside,ME,Cumberland County,America/New_York
4112,PO BOX,0,Portland,ME,Cumberland County,America/New_York
4116,PO BOX,0,South Portland,ME,Cumberland County,America/New_York
4122,UNIQUE,0,Portland,ME,Cumberland County,America/New_York
4123,UNIQUE,0,Portland,ME,Cumberland County,America/New_York
4124,UNIQUE,0,Portland,ME,Cumberland County,America/New_York
4210,STANDARD,0,Auburn,ME,Androscoggin County,America/New_York
4211,PO BOX,0,Auburn,ME,Androscoggin County,America/New_York
4212,PO BOX,0,Auburn,ME,Androscoggin County,America/New_York
4216,STANDARD,0,Andover,ME,Oxford County,America/New_York
4217,STANDARD,0,Bethel,ME,Oxford County,America/New_York
4219,STANDARD,0,Bryant Pond,ME,Oxford County,America/New_York
4220,STANDARD,0,Buckfield,ME,Oxford County,America/New_York
4221,STANDARD,0,Canton,ME,Oxford County,America/New_York
4222,STANDARD,0,Durham,ME,Androscoggin County,America/New_York
4223,PO BOX,0,Danville,ME,Androscoggin County,America/New_York
4224,STANDARD,0,Dixfield,ME,Oxford County,America/New_York
4225,STANDARD,0,Dryden,ME,Franklin County,America/New_York
4226,STANDARD,0,East Andover,ME,Oxford County,America/New_York
4227,PO BOX,0,East Dixfield,ME,Oxford County,America/New_York
4228,STANDARD,0,East Livermore,ME,Androscoggin County,America/New_York
4230,PO BOX,0,East Poland,ME,Androscoggin County,America/New_York
4231,STANDARD,0,Stoneham,ME,Oxford County,America/New_York
4234,PO BOX,0,East Wilton,ME,Franklin County,America/New_York
4236,STANDARD,0,Greene,ME,Androscoggin County,America/New_York
4237,STANDARD,0,Hanover,ME,Oxford County,America/New_York
4238,STANDARD,0,Hebron,ME,Oxford County,America/New_York
4239,STANDARD,0,Jay,ME,Franklin County,America/New_York
4240,STANDARD,0,Lewiston,ME,Androscoggin County,America/New_York
4241,PO BOX,0,Lewiston,ME,Androscoggin County,America/New_York
4243,PO BOX,0,Lewiston,ME,Androscoggin County,America/New_York
4250,STANDARD,0,Lisbon,ME,Androscoggin County,America/New_York
4252,STANDARD,0,Lisbon Falls,ME,Androscoggin County,America/New_York
4253,STANDARD,0,Livermore,ME,Androscoggin County,America/New_York
4254,STANDARD,0,Livermore Falls,ME,Androscoggin County,America/New_York
4255,STANDARD,0,Greenwood,ME,Oxford County,America/New_York
4256,STANDARD,0,Mechanic Falls,ME,Androscoggin County,America/New_York
4257,STANDARD,0,Mexico,ME,Oxford County,America/New_York
4258,STANDARD,0,Minot,ME,Androscoggin County,America/New_York
4259,STANDARD,0,Monmouth,ME,Kennebec County,America/New_York
4260,STANDARD,0,New Gloucester,ME,Cumberland County,America/New_York
4261,STANDARD,0,Newry,ME,Oxford County,America/New_York
4262,PO BOX,0,North Jay,ME,Franklin County,America/New_York
4263,STANDARD,0,Leeds,ME,Androscoggin County,America/New_York
4265,STANDARD,0,North Monmouth,ME,Kennebec County,America/New_York
4266,PO BOX,0,North Turner,ME,Androscoggin County,America/New_York
4267,PO BOX,0,North Waterford,ME,Oxford County,America/New_York
4268,STANDARD,0,Norway,ME,Oxford County,America/New_York
4270,STANDARD,0,Oxford,ME,Oxford County,America/New_York
4271,PO BOX,0,Paris,ME,Oxford County,America/New_York
4274,STANDARD,0,Poland,ME,Androscoggin County,America/New_York
4275,STANDARD,0,Roxbury,ME,Oxford County,America/New_York
4276,STANDARD,0,Rumford,ME,Oxford County,America/New_York
4280,STANDARD,0,Sabattus,ME,Androscoggin County,America/New_York
4281,STANDARD,0,South Paris,ME,Oxford County,America/New_York
4282,STANDARD,0,Turner,ME,Androscoggin County,America/New_York
4284,STANDARD,0,Wayne,ME,Kennebec County,America/New_York
4285,STANDARD,0,Weld,ME,Franklin County,America/New_York
4286,PO BOX,0,West Bethel,ME,Oxford County,America/New_York
4287,STANDARD,0,Bowdoin,ME,Sagadahoc County,America/New_York
4288,PO BOX,0,West Minot,ME,Androscoggin County,America/New_York
4289,STANDARD,0,West Paris,ME,Oxford County,America/New_York
4290,STANDARD,0,Peru,ME,Oxford County,America/New_York
4291,PO BOX,0,West Poland,ME,Androscoggin County,America/New_York
4292,STANDARD,0,Sumner,ME,Oxford County,America/New_York
4294,STANDARD,0,Wilton,ME,Franklin County,America/New_York
4330,STANDARD,0,Augusta,ME,Kennebec County,America/New_York
4332,PO BOX,0,Augusta,ME,Kennebec County,America/New_York
4333,UNIQUE,0,Augusta,ME,Kennebec County,America/New_York
4336,UNIQUE,0,Augusta,ME,Kennebec County,America/New_York
4338,PO BOX,0,Augusta,ME,Kennebec County,America/New_York
4341,PO BOX,0,Coopers Mills,ME,Lincoln County,America/New_York
4342,STANDARD,0,Dresden,ME,Lincoln County,America/New_York
4343,PO BOX,0,East Winthrop,ME,Kennebec County,America/New_York
4344,STANDARD,0,Farmingdale,ME,Kennebec County,America/New_York
4345,STANDARD,0,Gardiner,ME,Kennebec County,America/New_York
4346,STANDARD,0,Randolph,ME,Kennebec County,America/New_York
4347,STANDARD,0,Hallowell,ME,Kennebec County,America/New_York
4348,STANDARD,0,Jefferson,ME,Lincoln County,America/New_York
4349,STANDARD,0,Kents Hill,ME,Kennebec County,America/New_York
4350,STANDARD,0,Litchfield,ME,Kennebec County,America/New_York
4351,STANDARD,0,Manchester,ME,Kennebec County,America/New_York
4352,STANDARD,0,Mount Vernon,ME,Kennebec County,America/New_York
4353,STANDARD,0,Whitefield,ME,Lincoln County,America/New_York
4354,STANDARD,0,Palermo,ME,Waldo County,America/New_York
4355,STANDARD,0,Readfield,ME,Kennebec County,America/New_York
4357,STANDARD,0,Richmond,ME,Sagadahoc County,America/New_York
4358,STANDARD,0,South China,ME,Kennebec County,America/New_York
4359,PO BOX,0,South Gardiner,ME,Kennebec County,America/New_York
4360,STANDARD,0,Vienna,ME,Kennebec County,America/New_York
4363,STANDARD,0,Windsor,ME,Kennebec County,America/New_York
4364,STANDARD,0,Winthrop,ME,Kennebec County,America/New_York
4401,STANDARD,0,Bangor,ME,Penobscot County,America/New_York
4402,PO BOX,0,Bangor,ME,Penobscot County,America/New_York
4406,STANDARD,0,Abbot,ME,Piscataquis County,America/New_York
4408,STANDARD,0,Aurora,ME,Hancock County,America/New_York
4410,STANDARD,0,Bradford,ME,Penobscot County,America/New_York
4411,STANDARD,0,Bradley,ME,Penobscot County,America/New_York
4412,STANDARD,0,Brewer,ME,Penobscot County,America/New_York
4413,STANDARD,0,Brookton,ME,Washington County,America/New_York
4414,STANDARD,0,Brownville,ME,Piscataquis County,America/New_York
4415,PO BOX,0,Brownville Junction,ME,Piscataquis County,America/New_York
4416,STANDARD,0,Bucksport,ME,Hancock County,America/New_York
4417,STANDARD,0,Burlington,ME,Penobscot County,America/New_York
4418,STANDARD,0,Greenbush,ME,Penobscot County,America/New_York
4419,STANDARD,0,Carmel,ME,Penobscot County,America/New_York
4420,UNIQUE,0,Castine,ME,Hancock County,America/New_York
4421,STANDARD,0,Castine,ME,Hancock County,America/New_York
4422,STANDARD,0,Charleston,ME,Penobscot County,America/New_York
4424,STANDARD,0,Danforth,ME,Washington County,America/New_York
4426,STANDARD,0,Dover Foxcroft,ME,Piscataquis County,America/New_York
4427,STANDARD,0,Corinth,ME,Penobscot County,America/New_York
4428,STANDARD,0,Eddington,ME,Penobscot County,America/New_York
4429,STANDARD,0,Holden,ME,Penobscot County,America/New_York
4430,STANDARD,0,East Millinocket,ME,Penobscot County,America/New_York
4431,PO BOX,0,East Orland,ME,Hancock County,America/New_York
4434,STANDARD,0,Etna,ME,Penobscot County,America/New_York
4435,STANDARD,0,Exeter,ME,Penobscot County,America/New_York
4438,STANDARD,0,Frankfort,ME,Waldo County,America/New_York
4441,STANDARD,0,Greenville,ME,Piscataquis County,America/New_York
4442,STANDARD,0,Greenville Junction,ME,Piscataquis County,America/New_York
4443,STANDARD,0,Guilford,ME,Piscataquis County,America/New_York
4444,STANDARD,0,Hampden,ME,Penobscot County,America/New_York
4448,STANDARD,0,Howland,ME,Penobscot County,America/New_York
4449,STANDARD,0,Hudson,ME,Penobscot County,America/New_York
4450,STANDARD,0,Kenduskeag,ME,Penobscot County,America/New_York
4451,STANDARD,0,Kingman,ME,Penobscot County,America/New_York
4453,STANDARD,0,Lagrange,ME,Penobscot County,America/New_York
4454,PO BOX,0,Lambert Lake,ME,Washington County,America/New_York
4455,STANDARD,0,Lee,ME,Penobscot County,America/New_York
4456,STANDARD,0,Levant,ME,Penobscot County,America/New_York
4457,STANDARD,0,Lincoln,ME,Penobscot County,America/New_York
4459,STANDARD,0,Mattawamkeag,ME,Penobscot County,America/New_York
4460,STANDARD,0,Medway,ME,Penobscot County,America/New_York
4461,STANDARD,0,Milford,ME,Penobscot County,America/New_York
4462,STANDARD,0,Millinocket,ME,Penobscot County,America/New_York
4463,STANDARD,0,Milo,ME,Piscataquis County,America/New_York
4464,STANDARD,0,Monson,ME,Piscataquis County,America/New_York
4467,PO BOX,1,Olamon,ME,Penobscot County,America/New_York
4468,STANDARD,0,Old Town,ME,Penobscot County,America/New_York
4469,UNIQUE,0,Orono,ME,Penobscot County,America/New_York
4471,STANDARD,0,Orient,ME,Aroostook County,America/New_York
4472,STANDARD,0,Orland,ME,Hancock County,America/New_York
4473,STANDARD,0,Orono,ME,Penobscot County,America/New_York
4474,STANDARD,0,Orrington,ME,Penobscot County,America/New_York
4475,STANDARD,0,Passadumkeag,ME,Penobscot County,America/New_York
4476,STANDARD,0,Penobscot,ME,Hancock County,America/New_York
4478,STANDARD,0,Rockwood,ME,Somerset County,America/New_York
4479,STANDARD,0,Sangerville,ME,Piscataquis County,America/New_York
4481,PO BOX,0,Sebec,ME,Piscataquis County,America/New_York
4485,PO BOX,0,Shirley Mills,ME,Piscataquis County,America/New_York
4487,STANDARD,0,Springfield,ME,Penobscot County,America/New_York
4488,STANDARD,0,Stetson,ME,Penobscot County,America/New_York
4489,PO BOX,0,Stillwater,ME,Penobscot County,America/New_York
4490,STANDARD,0,Topsfield,ME,Washington County,America/New_York
4491,PO BOX,0,Vanceboro,ME,Washington County,America/New_York
4492,STANDARD,0,Waite,ME,Washington County,America/New_York
4493,STANDARD,0,West Enfield,ME,Penobscot County,America/New_York
4495,STANDARD,0,Winn,ME,Penobscot County,America/New_York
4496,STANDARD,0,Winterport,ME,Waldo County,America/New_York
